Set,Bonafide Or Spoof,Language,Singer,Title,Model,Url
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 那些年,unknown,https://www.bilibili.com/video/BV1V24y1M7tp/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 光的战役(铠甲勇士之光影传说主题曲),unknown,https://www.bilibili.com/video/BV1Dh4y1x7Bh/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,English,Mayday,AI翻唱-五月天阿信 哆啦A梦(英文版),unknown,https://www.bilibili.com/video/BV1QV4y1z767/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 晴天,unknown,https://www.bilibili.com/video/BV1vT411h79d/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 终于等到你,unknown,https://www.bilibili.com/video/BV1PV4y1C7D2/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 东风破,unknown,https://www.bilibili.com/video/BV1Zh4y1o7nT/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 如果这就是爱情,unknown,https://www.bilibili.com/video/BV15z4y1a7gD/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 挪威的森林,unknown,https://www.bilibili.com/video/BV16h411571W/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 我怎么哭了,unknown,https://www.bilibili.com/video/BV1uk4y1j7a4/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,「 AI 翻唱 」蓝三时期五月天阿信唱《爱我别走》,unknown,https://www.bilibili.com/video/BV1mV4y1o7eA/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Shan_Yichun,【单依纯《让她降落》】让她降落，在你怀中。,N/A,https://www.bilibili.com/video/BV1yu41187TS/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Shan_Yichun,"Stage: Shan Yichun - ""Wei"" | Stage Boom EP10 | iQiyi精选",N/A,https://www.youtube.com/watch?v=stVk9Cz06Js&list=PLdEeeZ69MON87j3DejblD_HPppaQxxu-T&index=7
Training,bonafide,Mandarin,Shan_Yichun,港中大音乐会 单依纯《喂》 - 颜值粉的最爱，比官方视频更受欢迎的高清晰饭拍,N/A,https://www.youtube.com/watch?v=hY499pQX8Vk&list=PLdEeeZ69MON87j3DejblD_HPppaQxxu-T&index=23
Training,bonafide,Mandarin,Shan_Yichun,【单曲纯享】单依纯《人啊》【2020中国好声音】EP11 第十一集 Sing!China2020 11月6日,N/A,https://www.youtube.com/watch?v=6xeuBiNg54w&list=PLdEeeZ69MON87j3DejblD_HPppaQxxu-T&index=8
Training,bonafide,Mandarin,Shan_Yichun,【单依纯《踮起脚尖爱》】想到爱，寂寞眼眶就转红,N/A,https://www.bilibili.com/video/BV17r4y1Z7HV/?spm_id_from=333.1007.tianma.1-2-2.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Shan_Yichun,单依纯《下雨天》 超细腻的尾音处理 每句话都值得反复回味《天赐的声音2》| 纯享 ZJSTV,N/A,https://www.youtube.com/watch?v=UQjN0cS_Mno&list=PLdEeeZ69MON87j3DejblD_HPppaQxxu-T&index=4
Training,bonafide,Mandarin,Shan_Yichun,清丽脱俗！单依纯Yichun Shan唯美演唱《城市之光》 听到眼泪都掉下来 [精选中文好歌] | 中国音乐电视 Music TV,N/A,https://www.youtube.com/watch?v=gyfJIIboK_A&list=PLdEeeZ69MON87j3DejblD_HPppaQxxu-T&index=27
Training,bonafide,Mandarin,Shan_Yichun,【单曲纯享】单依纯《星·Sailing》【2020中国好声音】巅峰之夜 Sing!China2020 11月20日,N/A,https://www.youtube.com/watch?v=GqI1P8AviII&list=PLdEeeZ69MON87j3DejblD_HPppaQxxu-T&index=15
Training,bonafide,Mandarin,Shan_Yichun,【单依纯《爱的回归线》】最好的朋友就在身边，最爱的人就在对面。,N/A,https://www.bilibili.com/video/BV1hN411m7i5/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Shan_Yichun,【舞台纯享】单依纯演唱《我可能不会爱你》主题曲《踮起脚尖爱》，娓娓道来的诉说感 | 剧好听的歌 | 古巨基/毛不易/金志文/胡夏/陆虎/张远 | 优酷综艺 YOUKU SHOW,N/A,https://www.youtube.com/watch?v=G1kfJ2mG3gA
Training,bonafide,Mandarin,Shan_Yichun,【纯享】单依纯 《你就不要想起我》，悲伤情歌唱到心碎 | 214小红书独爱之夜 | 阿肆/陈粒/达达乐队/黄龄/黄明昊/胡夏/靳海音/焦迈奇/梁博/李荣浩/毛不易 | 优酷 YOUKU,N/A,https://www.youtube.com/watch?v=SRy1qDusFoU&list=PLdEeeZ69MON87j3DejblD_HPppaQxxu-T&index=28
Training,bonafide,Mandarin,Shan_Yichun,【纯享】单依纯《爱与痛的边缘》演唱出最能戳痛人心的部分！《声生不息》 Infinity and Beyond EP1丨MangoTV,N/A,https://www.youtube.com/watch?v=6mspfiZHpUI&list=PLdEeeZ69MON87j3DejblD_HPppaQxxu-T&index=24
Training,bonafide,Mandarin,Shan_Yichun,【单依纯《最长的旅途》】旅途太长，说爱的时间太短,N/A,https://www.bilibili.com/video/BV1Ka4y1c7sz/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Shan_Yichun,"Stage: Shan Yichun - ""Don't Ask"" | Stage Boom EP03 | iQiyi精选",N/A,https://www.youtube.com/watch?v=FMIe_L19Ktc&list=PLdEeeZ69MON87j3DejblD_HPppaQxxu-T&index=4
Training,bonafide,Mandarin,Shan_Yichun,【单依纯 思念】《思念》无声无形，但有痕有迹。,N/A,https://www.bilibili.com/video/BV12M4y1k7Ef/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Shan_Yichun,【单曲纯享】单依纯《像风一样》 18岁女孩超高唱功【2020中国好声音】EP3 第三集 Sing!China2020 9月4日,N/A,https://www.youtube.com/watch?v=vCRMUJ-ZzJQ&list=PLdEeeZ69MON87j3DejblD_HPppaQxxu-T&index=6
Training,bonafide,Mandarin,Shan_Yichun,"Stage: Shan Yichun - ""Unworthy"" | Stage Boom EP09 | iQiyi精选",N/A,https://www.youtube.com/watch?v=Df3v6u2nZTY&list=PLdEeeZ69MON87j3DejblD_HPppaQxxu-T&index=2
Training,spoof,English,Shan_Yichun,【AI单依纯】《Nothing's Gonna Change My Love For You》cover方大同,unknown,https://www.bilibili.com/video/BV1Kh4y1j7sA/?spm_id_from=autoNext&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,English,Shan_Yichun,【AI单依纯】《Exhale》 Cover Sabrina Carpenter,unknown,https://www.bilibili.com/video/BV1bz4y177Mr/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Shan_Yichun,「 AI 单依纯 」《言不由衷》cover 徐佳莹,unknown,https://www.bilibili.com/video/BV1ph4y1n7mH/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Shan_Yichun,【AI单依纯】《如烟》cover艾怡良,unknown,https://www.bilibili.com/video/BV14F411976E/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Cantonese,Shan_Yichun,【AI单依纯】cover《暧昧》,unknown,https://www.bilibili.com/video/BV1ak4y1G7ZG/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,超快感-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=49&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,尚好的青春-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=19
Training,bonafide,Mandarin,Stefanie_Sun,渴-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=20
Training,bonafide,Mandarin,Stefanie_Sun,天使的指纹-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=35&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,半句再见-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=7
Training,bonafide,Mandarin,Stefanie_Sun,【4K修复】孙燕姿《我不难过》让我开始享受自由「2005飞跃红磡香港演唱会」,N/A,https://www.bilibili.com/video/BV1VK4y1H76A/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Training,bonafide,Mandarin,Stefanie_Sun,愚人的国度-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=17
Training,bonafide,Mandarin,Stefanie_Sun,擒光-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=47&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,雨还是不停地落下-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=36&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,极美-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=37&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,我不难过-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=15
Training,bonafide,Mandarin,Stefanie_Sun,安宁-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=23
Training,bonafide,English,Stefanie_Sun,Hey Jude-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=26
Training,bonafide,Mandarin,Stefanie_Sun,"在,也不见-孙燕姿",N/A,https://www.bilibili.com/video/BV1J841177n3?p=21
Training,bonafide,Mandarin,Stefanie_Sun,神奇-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=42&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,孙燕姿.[逃亡].MV.官方字幕修复版 1080p,N/A,https://www.bilibili.com/video/BV1Vq4y1K7FC/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Training,bonafide,Mandarin,Stefanie_Sun,橄榄树-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=98&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,不是真的爱我-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=8
Training,bonafide,Mandarin,Stefanie_Sun,逆光-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=9
Training,bonafide,Mandarin,Stefanie_Sun,绿光-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=18
Training,bonafide,Mandarin,Stefanie_Sun,孙燕姿经典现场《天黑黑》,N/A,https://www.bilibili.com/video/BV1N64y1c7eA/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Training,bonafide,Hokkien,Stefanie_Sun,【8K超清】孙燕姿翻唱五月天《志明与春娇》线上版,N/A,https://www.bilibili.com/video/BV1Ur4y1n7n8/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Training,bonafide,Mandarin,Stefanie_Sun,第一天-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=14&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,漂浮群岛-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=63&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,克卜勒-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=10
Training,bonafide,Mandarin,Stefanie_Sun,［1080p超清MV］孙燕姿《愚人的国度》带歌词字幕,N/A,https://www.bilibili.com/video/BV1fU4y1n7Ep/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Training,bonafide,Mandarin,Stefanie_Sun,天黑黑-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=11
Training,bonafide,Mandarin,Stefanie_Sun,孙燕姿.[风筝].MV.官方字幕修复版 1080p,N/A,https://www.bilibili.com/video/BV1oM4y1G7o7/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Training,bonafide,Mandarin,Stefanie_Sun,孙燕姿.[第一天].MV.官方字幕修复版 1080p,N/A,https://www.bilibili.com/video/BV1qL4y1i7cL/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Training,bonafide,Mandarin,Stefanie_Sun,害怕-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=55&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,风衣-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=27
Training,bonafide,Mandarin,Stefanie_Sun,逃亡-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=30&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,孙燕姿.[同类].MV.官方字幕修复版 1080p,N/A,https://www.bilibili.com/video/BV1pq4y157M7/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Training,bonafide,Mandarin,Stefanie_Sun,孙燕姿.[直来直往].MV.官方字幕修复版 1080p,N/A,https://www.bilibili.com/video/BV1Xh411p7gA/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Training,bonafide,Mandarin,Stefanie_Sun,我的爱-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=38&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,跳舞的梵谷-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=31&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,孙燕姿.[浓眉毛].MV.官方字幕修复版 1080p,N/A,https://www.bilibili.com/video/BV1KM4y1G7xz/?spm_id_from=333.788.recommend_more_video.8&vd_source=6773a02315422cd9e9d1490e5baec619
Training,bonafide,Mandarin,Stefanie_Sun,漩涡-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=34&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,我不爱-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=85&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,爱情证书-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=48&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,原来你什么都不要-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=4
Training,bonafide,Mandarin,Stefanie_Sun,孙燕姿.[180度].MV.官方字幕修复版 1080p,N/A,https://www.bilibili.com/video/BV1LQ4y1v7qW/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Training,bonafide,Mandarin,Stefanie_Sun,咕叽咕叽-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=33&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,Honey Honey-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=22
Training,bonafide,Hokkien,Stefanie_Sun,志明与春娇(Live)-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=91&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,孙燕姿.[奔].MV.官方字幕修复版 1080p,N/A,https://www.bilibili.com/video/BV1fL4y1q7wA/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Training,bonafide,Mandarin,Stefanie_Sun,年轻无极限-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=94&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,一样的夏天-孙燕姿,N/A,https://www.bilibili.com/video/BV1J841177n3?p=78&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Stefanie_Sun,孙燕姿.[超快感].MV.官方字幕修复版 1080p,N/A,https://www.bilibili.com/video/BV1yQ4y1y7gC/?spm_id_from=333.788.recommend_more_video.-1&vd_source=6773a02315422cd9e9d1490e5baec619
Training,spoof,Mandarin,Stefanie_Sun,AI翻唱-孙燕姿 说爱你,unknown,https://www.bilibili.com/video/BV1EX4y1y7Y8/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《不怕不怕》，情感爆棚诠释青春勇气，让人动容！,unknown,https://www.bilibili.com/video/BV1ia4y1w7Gq/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,【AI 孙燕姿】《爱情悬崖》你的脸慢慢离开，时间快将我掩埋,unknown,https://www.bilibili.com/video/BV1Hs4y1F7mm/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,听AI孙燕姿翻唱的《当》，感受到了爱情中的深情与坚定,unknown,https://www.bilibili.com/video/BV1zu4y1Z7kx/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿用音乐传递勇气，演绎《敢问路在何方》的力量！,Sovits4.0,https://www.bilibili.com/video/BV16m4y1L7G3/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《只道寻常》，唱出内心深处的坚强与努力！,unknown,https://www.bilibili.com/video/BV1nX4y1s7xf/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI翻唱-孙燕姿 夏天的风,unknown,https://www.bilibili.com/video/BV1gs4y1R7G1/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,《这世界那么多人》cover 莫文蔚,sovits,https://www.bilibili.com/video/BV1Mz4y1p7hY?p=10
Training,spoof,Mandarin,Stefanie_Sun,【AI 孙燕姿】《化身孤岛的鲸》如果说周深的歌声像海妖，那燕姿像什么,unknown,https://www.bilibili.com/video/BV1kg4y1A7Ln/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,说好的幸福呢,sovits,https://www.bilibili.com/video/BV1Mz4y1p7hY?p=32
Training,spoof,Mandarin,Stefanie_Sun,AI翻唱-孙燕姿 Letting Go,unknown,https://www.bilibili.com/video/BV13s4y1X7oN/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Stefanie_Sun,【AI孙燕姿】《别了夏天~虞美人盛开的山坡~》 (《さよならの夏 ～コクリコ坂から～》来自虞美人之坡剧场版主题曲) - 手嶌葵,So-VITS-SVC 4.0,https://www.bilibili.com/video/BV1Am4y177Br/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿再次惊艳！用天籁之音唱出许嵩的《拆东墙》,unknown,https://www.bilibili.com/video/BV1H8411f7An/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,【Hi-Res音乐】AI孙燕姿合集,sovits,https://www.bilibili.com/video/BV1Mz4y1p7hY/?spm_id_from=333.337.search-card.all.click
Training,spoof,Mandarin,Stefanie_Sun,聆听AI孙燕姿的独特嗓音，感受《千年等一回》的魅力！,Sovits4.0,https://www.bilibili.com/video/BV15h4y1y7jp/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,《老街》cover 李荣浩,sovits,https://www.bilibili.com/video/BV1Mz4y1p7hY?p=8
Training,spoof,Mandarin,Stefanie_Sun,漠河舞厅,sovits,https://www.bilibili.com/video/BV1Mz4y1p7hY?p=7
Training,spoof,Mandarin,Stefanie_Sun,聆听AI孙燕姿的独特嗓音，感受《美人鱼》的浪漫情怀！,Sovits4.0,https://www.bilibili.com/video/BV1wN411v7JX/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《夜空中最亮的星》 送给年轻的学子，你就是夜空中最亮的星,unknown,https://www.bilibili.com/video/BV12u4y1Z7dq/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《发如雪》重制完整版 这大概是最好听的发如雪AI翻唱,unknown,https://www.bilibili.com/video/BV1tP411q7p7/?spm_id_from=333.1007.tianma.1-2-2.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿翻唱周杰伦的《威廉古堡》，青春的回忆瞬间重现,Sovits4.0,https://www.bilibili.com/video/BV1c14y1X785/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,听AI孙燕姿翻唱的《光辉岁月》，仿佛回Beyond的音乐时代,unknown,https://www.bilibili.com/video/BV1fP411D7TN/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,【AI孙燕姿】《晴天》 Cover 周杰伦,So-VITS-SVC 4.0,https://www.bilibili.com/video/BV1vu411H7nq/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,【AI孙燕姿】《城里的月光》 Cover 许美静,So-VITS-SVC 4.0,https://www.bilibili.com/video/BV1Em4y1j7pd/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿深情翻唱周杰伦《烟花易冷》，重新感受歌曲魅力！,unknown,https://www.bilibili.com/video/BV1aX4y1h7N6/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,听孙燕姿AI翻唱的《岁月神偷》，温柔嗓音唱出了岁月的感慨,unknown,https://www.bilibili.com/video/BV1wk4y1p7kr/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,【AI 孙燕姿】《分裂》基于两种立场我会罩着你,unknown,https://www.bilibili.com/video/BV1vW4y1f7fY/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿版《起风了》好听！被这个歌喉征服了,unknown,https://www.bilibili.com/video/BV1G24y1P7JN/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
